Temp,Cpkg,Cp,Uncer,Ref,Reference,Atmosphere,Type,Molar mass,Lowest Temp,Highest Temp
473.15,1086.9195,26.42,54,05Stu1,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
523.15,1113.4461,27.06,56,05Stu1,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
573.15,1143.0688,27.78,57,05Stu1,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
623.15,1174.909,28.56,59,05Stu1,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
673.15,1206.3727,29.32,60,05Stu1,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
723.15,1242.2296,30.19,62,05Stu1,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
773.15,1272.5218,30.93,64,05Stu1,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
823.15,1305.6172,31.73,65,05Stu1,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
873.15,1342.6038,32.63,67,05Stu1,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
923.15,1380.5526,33.55,69,05Stu1,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
333.15,1042.7365,25.34,52,05Stu2,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
398.15,1089.0952,26.47,54,05Stu2,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
448.15,1155.4534,28.08,58,05Stu2,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
498.15,1175.453,28.57,59,05Stu2,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
548.15,1279.3417,31.09,64,05Stu2,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
598.15,1353.3985,32.89,68,05Stu2,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
648.15,1417.3718,34.45,71,05Stu2,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
698.15,1514.7335,36.82,76,05Stu2,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
748.15,1533.0176,37.26,77,05Stu2,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
798.15,1665.1902,40.47,83,05Stu2,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
848.15,1734.6446,42.16,87,05Stu2,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
898.15,1820.7094,44.25,91,05Stu2,"Stucker, N. (1905) Sitzungsberichte - Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung IIa: Mathematik, Astronomie, Physik, Meteorologie und Technik, pp 657-668",,Heat capacity at constant pressure Cp per unit mass,,,
2.023,,0.003281511,0.00016,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
2.195,,0.003624599,0.00018,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
2.354,,0.003899488,0.00019,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
2.525,,0.00429697,0.00021,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
2.663,,0.00466934,0.00023,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
2.768,,0.0049413,0.00025,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
2.882,,0.00525092,0.00026,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
2.95,,0.00524255,0.00026,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
3.051,,0.00559401,0.00028,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
3.143,,0.0056233,0.00028,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
3.226,,0.00597894,0.0003,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
3.308,,0.00641826,0.00032,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
3.348,,0.0063806,0.00032,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
3.403,,0.00655633,0.00033,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
3.471,,0.00696218,0.00035,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
3.515,,0.00732618,0.00037,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
3.573,,0.00746844,0.00037,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
3.63,,0.00784918,0.00039,52Est,"Estermann, I.; Friedberg, S. A.; Goldman, J. E. (1952) Physical Review, pp 582 - 588",,Heat capacity at constant volume Cv,,,
